# AGN bolometric luminosity data, taken from Shen et al. (2020):
# 2020ApJ.892.17D
# In this file we include all of the data from the paper, for all redshifts and
# observation bands. Units of the luminosity are erg/s. Units of the luminosity 
# function are Mpc^-3 dex^-1.
#
#Wavelength    Redshift    log_L_bol_err    log_L_bol_err    log_Phi    log_Phi_erra
hard_X_ray       0.60          45.13             0.23         -4.21        0.21
hard_X_ray       0.60          45.84             0.27         -4.95        0.21
hard_X_ray       0.60          46.32             0.17         -5.98        0.23
hard_X_ray       0.60          46.89             0.21         -6.85        0.19
hard_X_ray       0.60          47.48             0.21         -8.60        0.44
hard_X_ray       0.60          42.31             0.00         -2.42        0.60
hard_X_ray       0.60          42.75             0.19         -2.63        0.19
hard_X_ray       0.60          43.21             0.19         -3.13        0.14
hard_X_ray       0.60          43.68             0.19         -3.30        0.10
hard_X_ray       0.60          44.16             0.19         -3.51        0.09
hard_X_ray       0.60          44.64             0.19         -3.78        0.10
hard_X_ray       0.60          45.14             0.19         -4.18        0.14
hard_X_ray       0.60          45.64             0.19         -5.14        0.40
hard_X_ray       0.60          46.14             0.19         -5.44        0.25
hard_X_ray       0.60          46.65             0.19         -6.37        0.16
hard_X_ray       0.60          47.17             0.19         -7.70        0.28
hard_X_ray       0.60          43.56             0.00         -3.33        0.21
hard_X_ray       0.60          44.20             0.25         -3.83        0.26
hard_X_ray       0.60          44.85             0.25         -4.03        0.36
hard_X_ray       0.60          45.52             0.25         -4.40        0.21
hard_X_ray       0.60          46.19             0.25         -5.49        0.26
hard_X_ray       0.60          46.87             0.25         -6.87        0.41
hard_X_ray       0.60          42.93             0.00         -2.91        0.13
hard_X_ray       0.60          43.76             0.33         -3.50        0.09
hard_X_ray       0.60          44.61             0.33         -3.62        0.08
hard_X_ray       0.60          45.50             0.33         -4.69        0.09
hard_X_ray       0.60          46.40             0.33         -6.13        0.10
hard_X_ray       0.60          47.31             0.33         -7.86        0.17
soft_X_ray       0.60          43.78             0.00         -2.33        0.10
soft_X_ray       0.60          44.75             0.38         -3.61        0.12
soft_X_ray       0.60          45.42             0.25         -4.59        0.15
soft_X_ray       0.60          45.75             0.12         -5.18        0.12
soft_X_ray       0.60          46.09             0.12         -5.77        0.09
soft_X_ray       0.60          46.43             0.12         -6.68        0.15
soft_X_ray       0.60          46.77             0.12         -7.36        0.16
soft_X_ray       0.60          47.28             0.19         -8.27        0.14
soft_X_ray       0.60          48.31             0.38         -10.43        0.24
soft_X_ray       0.60          43.76             0.00         -3.18        0.18
soft_X_ray       0.60          45.06             0.50         -4.17        0.18
soft_X_ray       0.60          46.41             0.50         -6.26        0.28
soft_X_ray       0.60          43.87             0.00         -3.17        0.25
soft_X_ray       0.60          44.38             0.20         -3.40        0.13
soft_X_ray       0.60          44.94             0.21         -4.03        0.09
soft_X_ray       0.60          45.74             0.30         -5.39        0.10
soft_X_ray       0.60          46.62             0.33         -7.15        0.13
soft_X_ray       0.60          47.44             0.30         -8.93        0.23
soft_X_ray       0.60          48.28             0.30         -10.66        0.65
soft_X_ray       0.60          42.12             0.00         -2.29        0.10
soft_X_ray       0.60          43.31             0.50         -2.93        0.08
soft_X_ray       0.60          44.59             0.50         -3.71        0.09
soft_X_ray       0.60          45.92             0.50         -5.66        0.05
soft_X_ray       0.60          47.28             0.50         -8.67        0.39
soft_X_ray       0.60          48.66             0.50         -10.13        0.15
mid_IR           0.60          45.07             0.00         -3.39        0.13
mid_IR           0.60          45.56             0.25         -4.37        0.12
mid_IR           0.60          46.04             0.25         -5.11        0.18
mid_IR           0.60          46.53             0.25         -6.46        0.16
mid_IR           0.60          47.02             0.25         -7.36        0.32
mid_IR           0.60          46.07             0.00         -5.14        0.39
mid_IR           0.60          45.68             0.20         -4.40        0.16
mid_IR           0.60          45.29             0.20         -3.86        0.10
mid_IR           0.60          44.91             0.20         -3.53        0.13
mid_IR           0.60          44.97             0.00         -4.52        0.31
mid_IR           0.60          45.36             0.20         -5.08        0.31
mid_IR           0.60          45.75             0.20         -5.19        0.21
mid_IR           0.60          46.14             0.20         -5.25        0.26
mid_IR           0.60          46.53             0.20         -6.13        0.21
mid_IR           0.60          46.92             0.20         -6.76        0.21
mid_IR           0.60          47.32             0.20         -7.61        0.26
mid_IR           0.60          47.71             0.20         -8.63        0.56
UV               0.80          46.04             0.00         -4.89        0.39
UV               0.80          45.65             0.20         -4.80        0.39
UV               0.80          45.26             0.20         -4.20        0.20
UV               0.80          44.88             0.20         -3.90        0.28
UV               0.80          45.84             0.00         -4.74        0.04
UV               0.80          45.96             0.06         -4.84        0.02
UV               0.80          46.07             0.06         -5.09        0.02
UV               0.80          46.19             0.06         -5.33        0.03
UV               0.80          46.31             0.06         -5.48        0.03
UV               0.80          46.42             0.06         -5.80        0.04
UV               0.80          46.54             0.06         -5.99        0.04
UV               0.80          46.66             0.06         -6.40        0.06
UV               0.80          46.78             0.06         -6.62        0.08
UV               0.80          46.90             0.06         -7.12        0.12
UV               0.80          47.01             0.06         -7.42        0.17
UV               0.80          47.13             0.06         -7.88        0.30
UV               0.80          47.25             0.06         -8.08        0.39
UV               0.80          46.70             0.00         -7.24        0.45
UV               0.80          46.54             0.08         -6.01        0.13
UV               0.80          46.38             0.08         -5.56        0.10
